EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3547,2022-01-20,,Area Sales Manager,Sara Edwards,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2
3548,2021-07-11,2022-10-10,Area Sales Manager,Stephen Garcia,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1
3549,2018-10-15,2020-10-18,Area Sales Manager,Tracy Castro MD,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2
3550,2021-11-26,2022-10-14,Area Sales Manager,Jennifer Hicks,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1
3551,2018-08-11,,Area Sales Manager,Victoria Bailey,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,4/7/1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4
3552,2020-02-16,2020-06-03,Area Sales Manager,Maria Chan,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,11/8/1942,CO,Foreman,Male,28714,White,Single,Needs Improvement,1
3553,2020-01-20,,Area Sales Manager,Regina Martinez,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,7/5/1949,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4
3554,2019-03-31,,Area Sales Manager,Tonya Martin,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1
3555,2023-01-06,2023-05-07,Area Sales Manager,Daniel Wolf,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11/1/1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4
3556,2019-07-18,2020-01-15,Area Sales Manager,Sarah Petersen,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2
3557,2019-02-13,,Area Sales Manager,Victoria Christian DDS,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,6/6/1960,MA,Operator,Male,68837,Other,Single,Fully Meets,2
3558,2018-12-30,,Production Technician I,Erin Moore,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),4/6/1959,MA,Manager,Female,2145,Black,Single,Fully Meets,1
3559,2019-11-06,2020-09-06,Production Technician I,Andrea Gutierrez,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2
3560,2022-06-01,,Production Technician I,Wanda Ross DDS,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1954,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4
3561,2023-03-28,,Production Technician II,Steven King,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5
3562,2019-05-21,2023-01-05,Production Technician I,Stephen Rodriguez,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),9/4/1954,MA,Manager,Female,1821,Other,Single,Exceeds,2
3563,2019-01-01,,Production Technician I,Patricia Carter,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,15-10-1946,MA,Driver,Male,2148,Black,Widowed,PIP,4
3564,2019-01-26,2020-12-02,Production Technician II,Diana Johnson,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,7/11/1994,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1
3565,2021-09-11,,Production Technician I,Diana Good,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10/5/1968,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4
3566,2021-09-26,,Production Technician II,Desiree Stephens,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,5/10/1963,MA,Lineman,Male,1460,Black,Single,Fully Meets,2
3567,2023-03-04,,Production Technician I,Debra Garcia,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,2/9/1966,MA,Technician,Male,2747,Asian,Widowed,Fully Meets,4
3568,2023-07-11,2023-07-29,Production Technician I,Susan Brown,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Couple really very hear.,Production       ,Field Operations,8/12/1974,MA,Foreman,Male,2478,Asian,Divorced,Fully Meets,2
3569,2019-02-09,2020-08-28,Production Technician I,Margaret Hampton,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Trial little must kitchen recently.,Production       ,Catv,19-07-1995,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2
3570,2019-04-19,2021-10-26,Production Technician II,Brandon Miller,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Change instead determine share far leg ground.,Production       ,Fielders,23-11-1974,MA,Engineer,Female,2445,Asian,Married,Fully Meets,1
3571,2022-07-07,2023-07-17,Production Technician I,Dr. Matthew Schmitt,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Heavy throughout program.,Production       ,Field Operations,29-08-1947,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4
3572,2019-03-12,2020-05-19,Production Technician I,Shawn Berry,WBL,Active,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,7/6/1994,MA,Engineer,Male,2747,White,Single,Fully Meets,5
3573,2020-03-09,2021-10-17,Production Technician I,Brittany Martin,NEL,Active,Contract,Zone B,Full-Time,Involuntary,Cup purpose hundred region similar.,Production       ,Field Operations,26-10-1983,MA,Driller,Female,2346,Asian,Divorced,Exceeds,4
3574,2021-05-18,2022-01-04,Production Technician I,Timothy Weaver,WBL,Future Start,Contract,Zone B,Full-Time,Involuntary,News quite number answer program.,Production       ,Underground,6/5/1951,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1
3575,2021-04-28,2022-01-18,Production Technician I,Amanda Smith,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Big large training region.,Production       ,Field Operations,5/3/1987,MA,Groundman,Male,2445,Hispanic,Single,Exceeds,5
3576,2021-07-21,2023-04-26,Production Technician II,Marc Cummings,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,26-04-1992,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4
3577,2019-09-15,,Production Technician I,James Rodriguez,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4
3578,2019-05-04,,Production Technician I,Elizabeth Sullivan MD,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,30-05-1957,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2
3579,2021-05-20,,Production Technician II,Sean Marsh,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,15-11-1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4
3580,2019-12-16,,Production Technician I,Kathryn Wilkinson,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-04-1942,MA,Foreman,Male,41016,Other,Married,Fully Meets,4
3581,2020-11-20,2023-05-01,Production Technician I,Paul Walker,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,8/3/1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
3582,2020-08-19,2022-05-04,Production Technician I,Elizabeth Robertson,TNS,Active,Part-Time,Zone B,Part-Time,Retirement,Other might rise today.,Production       ,Yard (Material Handling),9/8/1968,MA,Laborer,Male,90676,Asian,Widowed,Fully Meets,4
3583,2021-04-28,2022-04-18,Production Technician I,Tasha Mayer,WBL,Active,Full-Time,Zone C,Temporary,Retirement,Others those data before major how.,Production       ,Field Operations,20-11-1958,MA,Construction Manager,Female,16011,White,Married,Needs Improvement,4
3584,2020-08-14,,Production Technician I,Chris Walker,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,7/11/1987,MA,Lineman,Female,2051,Other,Married,Fully Meets,4
3585,2021-12-22,,Production Technician I,Traci Floyd,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),16-07-1992,MA,Laborer,Female,3074,Black,Divorced,Fully Meets,4
3586,2019-02-01,2019-02-10,Production Technician I,Veronica Wiley,EW,Active,Part-Time,Zone B,Full-Time,Resignation,Identify next game leader.,Production       ,People Services,27-12-2000,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2
3587,2021-05-10,2021-12-17,Production Technician I,Katherine Gay,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Society red to able.,Production       ,General - Eng,25-12-1977,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2
3588,2019-06-25,2019-08-15,Production Technician I,Paul Lopez,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),8/3/1972,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2
3589,2019-04-25,,Production Technician I,Jay Bush,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,2/8/1951,MA,Laborer,Male,2683,White,Single,Fully Meets,1
3590,2021-02-25,2022-10-13,Production Technician I,Jessica Allen,PYZ,Future Start,Part-Time,Zone C,Full-Time,Retirement,Country as dream project office.,Production       ,Field Operations,31-05-1995,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4
3591,2021-11-23,2023-05-29,Production Technician I,Dr. William Thompson,SVG,Future Start,Contract,Zone B,Part-Time,Voluntary,Quality decade director.,Production       ,Field Operations,14-11-1998,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5
3592,2021-10-05,2022-06-18,Production Technician I,Mrs. Audrey Gonzalez DDS,TNS,Future Start,Contract,Zone B,Full-Time,Voluntary,Particular network available hospital.,Production       ,Field Operations,23-12-1998,MA,Technician,Male,9454,Other,Single,Fully Meets,3
3593,2020-05-30,,Production Technician I,Ashley Bradshaw,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,11/11/1949,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1
3594,2018-12-11,,Production Technician I,Ashley Meyer,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-03-1968,MA,Technician,Male,72888,Black,Married,Needs Improvement,1
3595,2020-09-22,2022-09-14,Production Technician I,Nicole Delgado,WBL,Active,Contract,Zone A,Temporary,Resignation,Dark meeting play room head join truth involve.,Production       ,Engineers,2/3/1952,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1
3596,2019-07-28,,Production Technician I,John Henry,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,19-07-1982,MA,Technician,Male,33998,Other,Single,Needs Improvement,2
3597,2020-06-06,2021-04-14,Production Technician II,Autumn Decker,PYZ,Future Start,Contract,Zone C,Part-Time,Retirement,Democrat themselves deal future early.,Production       ,General - Con,31-10-1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1
3598,2018-09-28,2023-08-05,Production Technician II,Alex Moore,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Majority executive plan imagine.,Production       ,Project Management - Eng,6/10/1950,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1
3599,2020-04-12,,Production Technician II,Dana Smith,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,31-03-1950,MA,Technician,Female,14044,White,Divorced,Fully Meets,2
3600,2022-11-01,,Production Technician II,Bobby Serrano,WBL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,7/10/1949,MA,Technician,Female,34810,White,Single,Fully Meets,2
3601,2022-11-21,,Production Technician II,Robert Riley,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,22-07-1966,MA,Billing,Female,75187,White,Married,Fully Meets,5
3602,2021-04-11,2023-05-24,Production Technician II,Crystal Mcneil,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Quality audience deal assume.,Production       ,Engineers,12/10/1994,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5
3603,2018-11-29,2019-02-21,Production Technician II,Christine Costa,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,To trial deep.,Production       ,Field Operations,15-02-1977,MA,Technician,Female,58348,White,Married,Fully Meets,2
3604,2019-01-16,2022-08-31,Production Technician II,Mark Hale,MSC,Active,Part-Time,Zone B,Full-Time,Resignation,Sometimes surface page stand area.,Production       ,Field Operations,9/3/1948,MA,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4
3605,2019-09-18,,Production Technician I,Destiny Johnson,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,25-08-1943,MA,Technician,Male,2315,Other,Divorced,Fully Meets,4
3606,2019-08-01,2023-01-20,Production Technician I,Eric Gonzales,SVG,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Involuntary,Poor list reduce reality.,Production       ,Billable Consultants,13-03-1965,MA,Engineer,Male,95618,Other,Divorced,Fully Meets,3
3607,2019-06-18,2021-04-14,Production Technician I,Christopher Murray,EW,Active,Full-Time,Zone A,Full-Time,Resignation,Finally build do analysis beyond heavy.,Production       ,Project Management - Con,3/8/1976,MA,Coordinator,Male,15195,Other,Married,Fully Meets,5
3608,2019-02-13,,Production Technician I,Ashley Williamson,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,6/7/1979,MA,Technician,Male,74447,Other,Married,Fully Meets,3
3609,2021-06-02,,Production Technician I,Frederick Harrison,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),9/6/1993,MA,Welder,Female,21318,Other,Widowed,Fully Meets,3
3610,2018-10-11,,Production Technician I,Brian Arnold,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,7/4/1973,MA,Laborer,Female,51430,Other,Single,Fully Meets,3
3611,2021-03-09,,Production Technician I,Lori Reed,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,20-01-1952,MA,Technician,Female,85651,Hispanic,Married,Fully Meets,2
3612,2022-01-23,,Production Technician I,Trevor Rodriguez,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,25-12-1984,MA,Technician,Male,68900,Black,Single,PIP,4
3613,2019-02-24,,Production Technician I,Jason Owens,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-06-1973,MA,Laborer,Male,9241,Asian,Married,Exceeds,1
3614,2020-01-08,2021-07-02,Production Technician I,Clifford Martinez,BPC,Active,Contract,Zone B,Temporary,Voluntary,Store common between real.,Production       ,Project Management - Con,31-08-1973,MA,Field Project Manager,Male,23691,White,Married,Fully Meets,2
3615,2021-05-13,2022-09-22,Production Technician I,Lee Hudson,CCDR,Future Start,Full-Time,Zone B,Part-Time,Retirement,View ever record ahead.,Production       ,General - Con,14-05-1986,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2
3616,2022-02-12,,Production Technician I,Allison Tran,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,24-03-1981,MA,Laborer,Female,14234,Hispanic,Married,Fully Meets,4
3617,2023-02-01,,Production Technician I,Pamela Johnson,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,18-02-1961,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1
3618,2023-02-04,,Production Technician I,Erin Harris,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,5/5/1944,MA,Splicer,Male,13186,Black,Married,Fully Meets,3
3619,2023-03-23,2023-05-01,Production Technician I,Robert Wright,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Some others lot miss land similar.,Production       ,General - Con,17-03-1984,MA,Technician,Male,76278,Asian,Married,Fully Meets,3
3620,2023-03-22,2023-07-14,Production Technician I,Mr. Nicholas Austin,PYZ,Active,Part-Time,Zone A,Temporary,Involuntary,Outside sing song relationship action teach.,Production       ,General - Eng,12/10/1994,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2
3621,2018-11-28,,Production Technician I,Natalie Cannon,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireless,9/9/1997,MA,Laborer,Male,15586,White,Married,Fully Meets,2
3622,2020-07-09,2021-07-10,Production Technician II,Christopher Ayers,SVG,Active,Part-Time,Zone A,Temporary,Resignation,Song remember visit finish edge difficult down.,Production       ,Field Operations,16-10-1995,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3
3623,2019-02-11,,Production Technician II,Elizabeth Burton,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,25-04-1958,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3
3624,2020-01-09,,Production Technician II,Timothy Curtis,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,4/2/1996,MA,Engineer,Female,85711,Asian,Married,Fully Meets,4
3625,2021-11-11,2022-07-31,Production Technician II,Tammy Navarro,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Interesting final piece follow.,Production       ,Engineers,14-12-1975,MA,Engineer,Female,54392,Asian,Single,Fully Meets,5
3626,2021-05-15,,Production Technician II,Natalie Baker,PYZ,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,28-10-1993,MA,Foreman,Female,61825,Asian,Single,Fully Meets,2
3627,2019-08-21,2022-10-28,Production Technician II,Jesse Wilson,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Sport enter think order determine.,Production       ,Field Operations,23-02-1967,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3
3628,2020-09-18,,Production Technician II,Megan Small,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Engineers,27-01-1946,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3
3629,2022-08-27,2022-12-03,Production Technician I,Dr. David Austin Jr.,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Expect grow back list letter.,Production       ,Field Operations,26-11-1983,MA,Laborer,Male,70056,Black,Divorced,Fully Meets,5
3630,2019-02-23,,Production Technician I,Scott Davis,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,7/5/1965,MA,Laborer,Male,81819,Other,Widowed,Fully Meets,5
3631,2022-08-08,2022-10-25,Production Technician I,Kristin Salinas,EW,Active,Contract,Zone C,Full-Time,Retirement,Experience room top and including compare.,Production       ,Wireline Construction,28-04-1947,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3
3632,2022-09-24,2022-10-24,Production Technician I,Bridget Jones,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Realize work series fact weight contain.,Production       ,Field Operations,3/10/1945,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3
3633,2022-03-21,,Production Technician I,Melissa Wilkinson,BPC,Active,Contract,Zone B,Temporary,Unk,,Production       ,Aerial,24-03-1987,MA,Laborer,Female,56687,Hispanic,Single,Fully Meets,5
3634,2023-06-23,2023-07-26,Production Technician I,Eric Cunningham,PYZ,Active,Part-Time,Zone B,Full-Time,Retirement,Despite budget compare international little.,Production       ,General - Sga,26-04-1962,MA,Supervisor,Female,40148,Other,Married,Fully Meets,5
3635,2020-10-26,,Production Technician I,Stephen Barron,WBL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),12/3/1978,MA,Runner,Female,71593,Hispanic,Single,Fully Meets,4
3636,2020-01-29,,Production Technician I,Jennifer Soto,NEL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Catv,13-03-1982,MA,Supervisor,Male,10775,Asian,Divorced,Fully Meets,3
3637,2022-04-23,,Production Technician I,John Jones,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,17-04-1995,MA,Engineer,Male,59441,Asian,Divorced,Fully Meets,3
